0	0	0
0	1	1
0	5	1
0	8	1
0	11	1
0	12	1
0	14	2
0	15	1
0	23	1
0	28	1
0	47	1
0	69	1
0	82	1
0	274	1
50	0	0
50	2	1
50	5	1
50	6	1
50	11	2
50	25	1
50	41	1
50	63	1
50	77	1
50	102	1
50	145	1
50	229	1
100	0	0
100	1	3
100	2	2
100	4	1
100	5	2
100	7	1
100	8	1
100	9	1
100	12	1
100	17	1
100	18	1
100	22	1
100	23	1
100	25	1
100	35	1
100	65	1
100	84	1
100	146	1
100	196	1
150	0	0
150	1	1
150	3	1
150	4	1
150	5	1
150	9	1
150	10	1
150	11	1
150	18	1
150	21	1
150	30	1
150	35	1
150	56	1
150	65	1
150	82	1
150	359	1
200	0	0
200	1	1
200	2	1
200	3	1
200	4	1
200	6	1
200	9	1
200	10	1
200	12	1
200	14	1
200	17	2
200	30	1
200	37	1
200	51	1
200	118	1
200	161	1
200	199	1
250	0	0
250	1	4
250	2	4
250	4	1
250	5	1
250	7	1
250	11	1
250	13	1
250	15	1
250	16	1
250	21	1
250	35	1
250	37	1
250	108	1
250	718	1
300	0	0
300	1	3
300	2	2
300	3	1
300	4	2
300	5	1
300	6	1
300	8	1
300	14	1
300	15	1
300	16	1
300	17	1
300	25	1
300	75	1
300	114	1
300	412	1
350	0	0
350	1	1
350	2	2
350	3	2
350	4	1
350	6	2
350	10	1
350	11	2
350	28	1
350	30	1
350	57	1
350	166	1
400	0	0
400	1	3
400	2	1
400	3	1
400	9	1
400	11	4
400	19	1
400	23	1
400	37	1
400	46	1
400	47	1
400	57	1
400	129	2
400	203	1
450	0	0
450	1	1
450	4	1
450	5	1
450	6	1
450	12	1
450	13	1
450	16	1
450	18	1
450	21	1
450	47	1
450	91	1
450	98	1
450	104	1
450	122	1
500	0	0
500	1	2
500	2	1
500	3	1
500	4	1
500	5	1
500	7	1
500	8	1
500	9	1
500	11	1
500	13	1
500	17	1
500	33	1
500	68	1
500	111	1
500	119	1
500	204	1
550	0	0
550	1	1
550	2	1
550	9	2
550	11	1
550	12	1
550	31	1
550	37	1
550	64	1
550	89	1
550	225	1
600	0	0
600	1	3
600	3	2
600	6	1
600	11	1
600	13	1
600	17	1
600	23	1
600	56	1
